fixed_acidity,volatile_acidity,citric_acid,residual_sugar,chlorides,free_sulfur_dioxide,total_sulfur_dioxide,density,ph,sulphates,alcohol,quality,good_quality,cluster,free_to_total_SO2,total_acidity,alcohol_acidity_ratio,PC1_score,PC2_score
8.2,0.7,0.23,2.0,0.099,14.0,81.0,0.9973,3.19,0.7,9.4,5,0,0,0.1728395061728395,8.899999999999999,13.42857142857143,0.32245824449805255,1.174550012779149
8.6,0.45,0.31,2.6,0.086,21.0,50.0,0.9982,3.37,0.91,9.9,6,0,1,0.42,9.049999999999999,22.0,0.8315625676003919,0.4472555194536305
11.9,0.58,0.66,2.5,0.072,6.0,37.0,0.9992,3.05,0.56,10.0,5,0,1,0.16216216216216217,12.48,17.24137931034483,2.9627683378279683,-0.6671057032933059
12.5,0.46,0.63,2.0,0.071,6.0,15.0,0.9988,2.99,0.87,10.2,5,0,1,0.4,12.96,22.173913043478258,3.660186133157783,-1.557547291643041
12.8,0.615,0.66,5.8,0.083,7.0,42.0,1.0022,3.07,0.73,10.0,7,1,1,0.16666666666666666,13.415000000000001,16.260162601626018,4.368857420434271,0.38939551434883146
10.0,0.42,0.5,3.4,0.107,7.0,21.0,0.9979,3.26,0.93,11.8,6,0,1,0.3333333333333333,10.42,28.0952380952381,1.9567960347145505,-1.5827097342493783
10.4,0.575,0.61,2.6,0.076,11.0,24.0,1.0,3.16,0.69,9.0,5,0,1,0.4583333333333333,10.975,15.65217391304348,2.5862299312201706,-0.05844724529393686
10.3,0.34,0.52,2.8,0.159,15.0,75.0,0.9998,3.18,0.64,9.4,5,0,1,0.2,10.64,27.64705882352941,2.8626266185020195,0.838533971678127
9.4,0.27,0.53,2.4,0.074,6.0,18.0,0.9962,3.2,1.13,12.0,7,1,1,0.3333333333333333,9.67,44.44444444444444,1.900117877651238,-2.508446551560992
6.9,0.765,0.02,2.3,0.063,35.0,63.0,0.9975,3.57,0.78,9.9,5,0,0,0.5555555555555556,7.665,12.941176470588236,-1.7995508397441067,2.018445828772914
7.9,0.24,0.4,1.6,0.0559999999999999,11.0,25.0,0.9967,3.32,0.87,8.7,6,0,1,0.44,8.14,36.25,0.790121488455171,-0.8003549839952673
9.1,0.28,0.48,1.8,0.067,26.0,46.0,0.9967,3.32,1.04,10.6,6,0,1,0.5652173913043478,9.379999999999999,37.857142857142854,1.3620426235531962,-0.47997533098060685
7.4,0.55,0.22,2.2,0.106,12.0,72.0,0.9959,3.05,0.63,9.2,5,0,0,0.16666666666666666,7.95,16.727272727272723,0.3432031268968882,0.7294839556667706
14.0,0.41,0.63,3.8,0.089,6.0,47.0,1.0014,3.01,0.81,10.8,6,0,1,0.1276595744680851,14.41,26.34146341463415,4.770798956485178,-0.6955469539398309
11.5,0.54,0.71,4.4,0.124,6.0,15.0,0.9984,3.01,0.83,11.8,7,1,1,0.4,12.04,21.85185185185185,3.5595405542603347,-1.5057966224782455
11.5,0.45,0.5,3.0,0.078,19.0,47.0,1.0003,3.26,1.11,11.0,6,0,1,0.40425531914893614,11.95,24.444444444444443,3.0274084107712644,-0.20659099756201713
11.4,0.625,0.66,6.2,0.088,6.0,24.0,0.9988,3.11,0.99,13.3,6,0,1,0.25,12.025,21.28,3.2032047456156065,-1.5138913104995502
8.3,0.42,0.38,2.5,0.094,24.0,60.0,0.9979,3.31,0.7,10.8,6,0,1,0.4,8.72,25.714285714285715,0.6841736848501179,0.3830672313607789
8.3,0.26,0.42,2.0,0.08,11.0,27.0,0.9974,3.21,0.8,9.4,6,0,1,0.4074074074074074,8.56,36.15384615384615,1.3521543398908247,-0.7966652935021551
13.7,0.415,0.68,2.9,0.085,17.0,43.0,1.0014,3.06,0.8,10.0,6,0,1,0.3953488372093023,14.114999999999998,24.096385542168676,4.592388182663888,-0.10476601393701715
7.7,0.51,0.28,2.1,0.087,23.0,54.0,0.998,3.42,0.74,9.2,5,0,0,0.42592592592592593,8.21,18.03921568627451,0.026450997414691802,0.99262616431948
7.4,0.63,0.07,2.4,0.09,11.0,37.0,0.9979,3.43,0.76,9.7,6,0,0,0.2972972972972973,8.030000000000001,15.396825396825395,-0.7350207721832936,0.3337223105197214
7.8,0.54,0.26,2.0,0.088,23.0,48.0,0.9981,3.41,0.74,9.2,6,0,0,0.4791666666666667,8.34,17.037037037037035,0.005378881239115371,0.9411601514377741
8.3,0.66,0.15,1.9,0.079,17.0,42.0,0.9972,3.31,0.54,9.6,6,0,0,0.40476190476190477,8.96,14.545454545454545,-0.5536604916312721,0.5410973288112754
7.8,0.46,0.26,1.9,0.088,23.0,53.0,0.9981,3.43,0.74,9.2,6,0,0,0.4339622641509434,8.26,19.999999999999996,0.04817383516734055,0.8892532350299904
9.6,0.38,0.31,2.5,0.096,16.0,49.0,0.9982,3.19,0.7,10.0,7,1,1,0.32653061224489793,9.98,26.31578947368421,1.4428362857656227,0.051244208616571515
5.6,0.85,0.05,1.4,0.045,12.0,88.0,0.9924,3.56,0.82,12.9,8,1,0,0.13636363636363635,6.449999999999999,15.176470588235295,-3.6017592197568806,-0.45715500785601665
9.5,0.37,0.52,2.0,0.0819999999999999,6.0,26.0,0.998,3.18,0.51,9.5,5,0,1,0.23076923076923078,9.87,25.675675675675677,1.5740560905182572,-0.9146717310543185
8.4,0.665,0.61,2.0,0.1119999999999999,13.0,95.0,0.997,3.16,0.54,9.1,5,0,1,0.1368421052631579,9.065000000000001,13.684210526315788,1.217950357015467,1.1594157448184539
12.7,0.6,0.65,2.3,0.063,6.0,25.0,0.9997,3.03,0.57,9.9,5,0,1,0.24,13.299999999999999,16.5,3.2524201413551443,-0.8508251039902546
12.0,0.37,0.76,4.2,0.066,7.0,38.0,1.0004,3.22,0.6,13.0,7,1,1,0.18421052631578946,12.37,35.13513513513514,3.1400482424960954,-1.7006636292621353
6.6,0.735,0.02,7.9,0.122,68.0,124.0,0.9994,3.47,0.53,9.9,5,0,0,0.5483870967741935,7.335,13.46938775510204,-0.7207343603153464,6.119390199071704
11.5,0.59,0.59,2.6,0.087,13.0,49.0,0.9988,3.18,0.65,11.0,6,0,1,0.2653061224489796,12.09,18.64406779661017,2.3113190567869064,-0.4117441927340659
8.7,0.765,0.22,2.3,0.064,9.0,42.0,0.9963,3.1,0.55,9.4,5,0,0,0.21428571428571427,9.465,12.287581699346406,0.02855278854318889,0.21373870925533459
7.7,0.26,0.3,1.7,0.059,20.0,38.0,0.9949,3.29,0.47,10.8,6,0,0,0.5263157894736842,7.96,41.53846153846154,-0.6191687046095008,-0.8629627041139915
12.2,0.48,0.54,2.6,0.085,19.0,64.0,1.0,3.1,0.61,10.5,6,0,1,0.296875,12.68,21.875,3.003504283388056,0.3110174144538689
11.4,0.6,0.49,2.7,0.085,10.0,41.0,0.9994,3.15,0.63,10.5,6,0,1,0.24390243902439024,12.0,17.5,2.269870320701515,-0.3173828996085417
7.7,0.69,0.05,2.7,0.075,15.0,27.0,0.9974,3.26,0.61,9.1,5,0,0,0.5555555555555556,8.39,13.18840579710145,-0.6042774877516867,0.6653025944394161
8.7,0.31,0.46,1.4,0.059,11.0,25.0,0.9966,3.36,0.76,10.1,6,0,1,0.44,9.01,32.58064516129032,0.6075190970415034,-1.3188039904400828
9.8,0.44,0.47,2.5,0.063,9.0,28.0,0.9981,3.24,0.65,10.8,6,0,1,0.32142857142857145,10.24,24.545454545454547,1.3236386031655067,-1.0850371980470488
12.0,0.39,0.66,3.0,0.093,12.0,30.0,0.9996,3.18,0.63,10.8,7,1,1,0.4,12.39,27.692307692307693,3.086101943873819,-0.9126199329247725
10.4,0.34,0.58,3.7,0.174,6.0,16.0,0.997,3.19,0.7,11.3,6,0,1,0.375,10.74,33.23529411764706,2.4086277843957253,-1.5498846040290626
12.5,0.46,0.49,4.5,0.07,26.0,49.0,0.9981,3.05,0.57,9.6,4,0,1,0.5306122448979592,12.96,20.8695652173913,2.8716268027635103,0.7933996196272651
9.0,0.43,0.34,2.5,0.08,26.0,86.0,0.9987,3.38,0.62,9.5,6,0,1,0.3023255813953488,9.43,22.093023255813954,0.7262884522575979,1.5046346863847289
9.1,0.45,0.35,2.4,0.08,23.0,78.0,0.9987,3.38,0.62,9.5,5,0,1,0.2948717948717949,9.549999999999999,21.11111111111111,0.7398080136206462,1.2176365006761498
7.1,0.735,0.16,1.9,0.1,15.0,77.0,0.9966,3.27,0.64,9.3,5,0,0,0.19480519480519481,7.835,12.653061224489797,-0.6618688266268784,1.2898854588573112
9.9,0.4,0.53,6.7,0.0969999999999999,6.0,19.0,0.9986,3.27,0.82,11.7,7,1,1,0.3157894736842105,10.3,29.249999999999996,2.2782831927348743,-1.0006657497798885
8.8,0.52,0.34,2.7,0.087,24.0,122.0,0.9982,3.26,0.61,9.5,5,0,1,0.19672131147540983,9.32,18.26923076923077,0.8706053089906739,2.1700571571777347
8.6,0.725,0.24,6.6,0.1169999999999999,31.0,134.0,1.0014,3.32,1.07,9.3,5,0,1,0.23134328358208955,9.325,12.827586206896553,2.02138234161756,4.211255894383257
10.6,0.48,0.64,2.2,0.111,6.0,20.0,0.997,3.26,0.66,11.7,6,0,1,0.3,11.08,24.375,1.70221458478127,-1.8958526625333014
7.0,0.58,0.12,1.9,0.091,34.0,124.0,0.9956,3.44,0.48,10.5,5,0,0,0.27419354838709675,7.58,18.10344827586207,-1.6748141210413057,2.296737794719755
11.9,0.38,0.51,2.0,0.121,7.0,20.0,0.9996,3.24,0.76,10.4,6,0,1,0.35,12.280000000000001,27.36842105263158,2.8010998625581705,-1.2136160697428762
6.8,0.77,0.0,1.8,0.066,34.0,52.0,0.9976,3.62,0.68,9.9,5,0,0,0.6538461538461539,7.57,12.857142857142858,-2.196901137038234,1.7745271506812084
9.5,0.56,0.33,2.4,0.089,35.0,67.0,0.9972,3.28,0.73,11.8,7,1,1,0.5223880597014925,10.06,21.07142857142857,0.5438966076132261,0.7181984142491534
6.6,0.84,0.03,2.3,0.059,32.0,48.0,0.9952,3.52,0.56,12.3,7,1,0,0.6666666666666666,7.4399999999999995,14.642857142857144,-2.908308802068677,0.6181857139494202
7.7,0.96,0.2,2.0,0.047,15.0,60.0,0.9955,3.36,0.44,10.9,5,0,0,0.25,8.66,11.354166666666668,-1.8889162972165487,0.4770407032939656
10.5,0.24,0.47,2.1,0.066,6.0,24.0,0.9978,3.15,0.9,11.0,7,1,1,0.25,10.74,45.833333333333336,2.2969001401377556,-1.9038364731844386
6.4,0.67,0.08,2.1,0.045,19.0,48.0,0.9949,3.49,0.49,11.4,6,0,0,0.3958333333333333,7.07,17.01492537313433,-2.656874053822817,-0.05553857866004981
9.5,0.78,0.22,1.9,0.077,6.0,32.0,0.9988,3.26,0.56,10.6,6,0,0,0.1875,10.28,13.58974358974359,0.19448365803129591,-0.30990314744129716
9.1,0.52,0.33,1.3,0.07,9.0,30.0,0.9978,3.24,0.6,9.3,5,0,1,0.3,9.62,17.884615384615387,0.6324085423984106,-0.42828069032720284
12.8,0.84,0.63,2.4,0.088,13.0,35.0,0.9997,3.1,0.6,10.4,6,0,1,0.37142857142857144,13.64,12.380952380952381,2.82159419141934,-0.07366173681045989
7.8,0.55,0.35,2.2,0.074,21.0,66.0,0.9974,3.25,0.56,9.2,5,0,0,0.3181818181818182,8.35,16.727272727272723,0.23584074296177907,1.0643532424692168
11.9,0.37,0.69,2.3,0.078,12.0,24.0,0.9958,3.0,0.65,12.8,6,0,1,0.5,12.27,34.5945945945946,2.544712394630596,-2.449977199346877
12.3,0.39,0.63,2.3,0.091,6.0,18.0,1.0004,3.16,0.49,9.5,5,0,1,0.3333333333333333,12.690000000000001,24.358974358974358,3.182250856553274,-0.9102585733018062
10.4,0.41,0.55,3.2,0.076,22.0,54.0,0.9996,3.15,0.89,9.9,6,0,1,0.4074074074074074,10.81,24.146341463414636,2.868133914186605,0.4539869244146964
8.0,0.67,0.3,2.0,0.06,38.0,62.0,0.9958,3.26,0.56,10.2,6,0,0,0.6129032258064516,8.67,15.223880597014924,-0.5793443284090871,1.3955660184272154
11.1,0.45,0.73,3.2,0.066,6.0,22.0,0.9986,3.17,0.66,11.2,6,0,1,0.2727272727272727,11.549999999999999,24.888888888888886,2.6485320339368754,-1.5710162158026615
7.0,0.62,0.18,1.5,0.062,7.0,50.0,0.9951,3.08,0.6,9.3,5,0,0,0.14,7.62,15.000000000000002,-0.5366703174349974,-0.09804769359916907
12.6,0.31,0.72,2.2,0.072,6.0,29.0,0.9987,2.88,0.82,9.8,8,1,1,0.20689655172413793,12.91,31.612903225806456,4.401230808655488,-1.4315788979576811
11.9,0.4,0.65,2.15,0.068,7.0,27.0,0.9988,3.06,0.68,11.3,6,0,1,0.25925925925925924,12.3,28.25,3.0314291376139275,-1.698902914104829
15.6,0.685,0.76,3.7,0.1,6.0,43.0,1.0032,2.95,0.68,11.2,7,1,1,0.13953488372093023,16.285,16.350364963503647,5.514235377851475,-0.429267982625984
10.0,0.44,0.49,2.7,0.077,11.0,19.0,0.9963,3.23,0.63,11.6,7,1,1,0.5789473684210527,10.44,26.363636363636363,1.0280161227208828,-1.6126103104356533
5.3,0.57,0.01,1.7,0.054,5.0,27.0,0.9934,3.57,0.84,12.5,7,1,0,0.18518518518518517,5.87,21.92982456140351,-3.1413441817008287,-1.8826055840332412
9.5,0.735,0.1,2.1,0.079,6.0,31.0,0.9986,3.23,0.56,10.1,6,0,0,0.1935483870967742,10.235,13.741496598639456,0.09543650272756946,-0.09812822615594087
12.5,0.38,0.6,2.6,0.081,31.0,72.0,0.9996,3.1,0.73,10.5,5,0,1,0.4305555555555556,12.88,27.63157894736842,3.4171852474824096,0.7214171316723679
9.3,0.48,0.29,2.1,0.127,6.0,16.0,0.9968,3.22,0.72,11.2,5,0,1,0.375,9.780000000000001,23.333333333333332,0.781106894896523,-1.4368503435406985
8.6,0.53,0.22,2.0,0.1,7.0,27.0,0.9967,3.2,0.56,10.2,6,0,0,0.25925925925925924,9.129999999999999,19.245283018867923,0.1473956237989209,-0.6997901198401111
11.9,0.39,0.69,2.8,0.095,17.0,35.0,0.9994,3.1,0.61,10.8,6,0,1,0.4857142857142857,12.290000000000001,27.692307692307693,3.2702700925510957,-0.6477455076015516
8.4,0.37,0.53,1.8,0.413,9.0,26.0,0.9979,3.06,1.06,9.1,6,0,1,0.34615384615384615,8.77,24.594594594594593,3.8738609019312493,0.09534460867140844
6.8,0.56,0.03,1.7,0.084,18.0,35.0,0.9968,3.44,0.63,10.0,6,0,0,0.5142857142857142,7.359999999999999,17.857142857142854,-1.5019713130248622,0.2623795166199754
10.4,0.33,0.63,2.8,0.084,5.0,22.0,0.9998,3.26,0.74,11.2,7,1,1,0.22727272727272727,10.73,33.93939393939394,2.5248896681026882,-1.57601415102244
7.0,0.23,0.4,1.6,0.063,21.0,67.0,0.9952,3.5,0.63,11.1,5,0,0,0.31343283582089554,7.23,48.26086956521739,-0.8392939514449146,-0.5234452353021891
11.3,0.62,0.67,5.2,0.086,6.0,19.0,0.9988,3.22,0.69,13.4,8,1,1,0.3157894736842105,11.92,21.612903225806452,2.3252722572101447,-1.7299377238989393
8.9,0.59,0.39,2.3,0.095,5.0,22.0,0.9986,3.37,0.58,10.3,5,0,1,0.22727272727272727,9.49,17.45762711864407,0.49175687902204884,-0.7150207055229808
9.2,0.63,0.21,2.7,0.0969999999999999,29.0,65.0,0.9988,3.28,0.58,9.6,5,0,0,0.4461538461538462,9.83,15.238095238095237,0.5152048088699703,1.7488955212410413
11.6,0.58,0.66,2.2,0.074,10.0,47.0,1.0008,3.25,0.57,9.0,3,0,1,0.2127659574468085,12.18,15.517241379310345,2.7455610611250885,0.24323038128944682
9.2,0.43,0.52,2.3,0.083,14.0,23.0,0.9976,3.35,0.61,11.3,6,0,1,0.6086956521739131,9.629999999999999,26.27906976744186,0.8043609048485052,-1.1581696688757948
8.3,0.615,0.22,2.6,0.087,6.0,19.0,0.9982,3.26,0.61,9.3,5,0,0,0.3157894736842105,8.915000000000001,15.121951219512196,0.26321526008786983,-0.16283422713405316
11.0,0.26,0.68,2.55,0.085,10.0,25.0,0.997,3.18,0.61,11.8,5,0,1,0.4,11.26,45.38461538461539,2.2600681826904045,-2.0328128044569493
8.1,0.66,0.7,2.2,0.098,25.0,129.0,0.9972,3.08,0.53,9.0,5,0,1,0.1937984496124031,8.76,13.636363636363635,1.5903300177726694,2.337224014920022
11.5,0.315,0.54,2.1,0.084,5.0,15.0,0.9987,2.98,0.7,9.2,6,0,1,0.3333333333333333,11.815,29.206349206349206,3.2930731036327914,-1.2234741538049747
10.0,0.29,0.4,2.9,0.098,10.0,26.0,1.0006,3.48,0.91,9.7,5,0,1,0.38461538461538464,10.29,33.44827586206897,1.9352839451909012,-0.4527202939640238
10.3,0.5,0.42,2.0,0.069,21.0,51.0,0.9982,3.16,0.72,11.5,6,0,1,0.4117647058823529,10.8,23.0,1.517884723030509,-0.3450401062615978
8.8,0.46,0.45,2.6,0.065,7.0,18.0,0.9947,3.32,0.79,14.0,6,0,1,0.3888888888888889,9.260000000000002,30.434782608695652,-0.10257370577823222,-2.8783459686698625
11.4,0.36,0.69,2.1,0.09,6.0,21.0,1.0,3.17,0.62,9.2,6,0,1,0.2857142857142857,11.76,25.555555555555554,3.201976692149956,-0.910888300174007
8.7,0.82,0.02,1.2,0.07,36.0,48.0,0.9952,3.2,0.58,9.8,5,0,0,0.75,9.52,11.951219512195124,-1.1702225774916264,1.4136072252027814
13.0,0.32,0.65,2.6,0.093,15.0,47.0,0.9996,3.05,0.61,10.6,5,0,1,0.3191489361702128,13.32,33.125,3.770535408178503,-0.6252523911582203
9.6,0.54,0.42,2.4,0.081,25.0,52.0,0.997,3.2,0.71,11.4,6,0,1,0.4807692307692308,10.14,21.11111111111111,0.9838713401661952,-0.031134168417833688
12.5,0.37,0.55,2.6,0.083,25.0,68.0,0.9995,3.15,0.82,10.4,6,0,1,0.36764705882352944,12.87,28.10810810810811,3.308353510320696,0.3846533232182628
9.9,0.35,0.55,2.1,0.062,5.0,14.0,0.9971,3.26,0.79,10.6,5,0,1,0.35714285714285715,10.25,30.28571428571429,1.5686437370112265,-1.895520261843666
10.5,0.28,0.51,1.7,0.08,10.0,24.0,0.9982,3.2,0.89,9.4,6,0,1,0.4166666666666667,10.78,33.57142857142857,2.451574051477154,-1.06279887856068
9.6,0.68,0.24,2.2,0.087,5.0,28.0,0.9988,3.14,0.6,10.2,5,0,1,0.17857142857142858,10.28,14.999999999999998,0.9180242545942748,-0.3876782355403897
9.3,0.27,0.41,2.0,0.091,6.0,16.0,0.998,3.28,0.7,9.7,5,0,1,0.375,9.57,35.925925925925924,1.3874738844364551,-1.2482922065907214
10.4,0.24,0.49,1.8,0.075,6.0,20.0,0.9977,3.18,1.06,11.0,6,0,1,0.3,10.64,45.833333333333336,2.4491362085932873,-2.0745525235500217
9.4,0.685,0.11,2.7,0.077,6.0,31.0,0.9984,3.19,0.7,10.1,6,0,0,0.1935483870967742,10.085,14.744525547445253,0.48582805948728053,-0.1451395186320537
10.6,0.28,0.39,15.5,0.069,6.0,23.0,1.0026,3.12,0.66,9.2,5,0,1,0.2608695652173913,10.879999999999999,32.857142857142854,4.363709415828531,1.9021100035997915
9.4,0.3,0.56,2.8,0.08,6.0,17.0,0.9964,3.15,0.92,11.7,8,1,1,0.35294117647058826,9.700000000000001,39.0,1.9062032843270194,-2.2148161582389405
10.6,0.36,0.59,2.2,0.152,6.0,18.0,0.9986,3.04,1.05,9.4,5,0,1,0.3333333333333333,10.959999999999999,26.111111111111114,3.706057298926252,-1.037253651444876
10.6,0.36,0.6,2.2,0.152,7.0,18.0,0.9986,3.04,1.06,9.4,5,0,1,0.3888888888888889,10.959999999999999,26.111111111111114,3.742187903378684,-0.9993411153505593
10.6,0.44,0.68,4.1,0.114,6.0,24.0,0.997,3.06,0.66,13.4,6,0,1,0.25,11.04,30.454545454545457,2.443460249861034,-2.213019569856012
10.2,0.67,0.39,1.9,0.054,6.0,17.0,0.9976,3.17,0.47,10.0,5,0,1,0.35294117647058826,10.87,14.925373134328357,0.7599948156228814,-0.8729183978269495
10.2,0.645,0.36,1.8,0.053,5.0,14.0,0.9982,3.17,0.42,10.0,6,0,1,0.35714285714285715,10.844999999999999,15.503875968992247,0.7588132812004275,-0.9178245272552867
11.6,0.32,0.55,2.8,0.081,35.0,67.0,1.0002,3.32,0.92,10.8,7,1,1,0.5223880597014925,11.92,33.75,2.8728974034263035,0.777847344474127
9.3,0.39,0.4,2.6,0.073,10.0,26.0,0.9984,3.34,0.75,10.2,6,0,1,0.38461538461538464,9.690000000000001,26.15384615384615,1.1210898415438024,-0.7843496225122232
9.3,0.775,0.27,2.8,0.078,24.0,56.0,0.9984,3.31,0.67,10.6,6,0,0,0.42857142857142855,10.075000000000001,13.677419354838708,0.27757932249135625,1.0301110834490024
9.2,0.41,0.5,2.5,0.055,12.0,25.0,0.9952,3.34,0.79,13.3,7,1,1,0.48,9.61,32.43902439024391,0.25992196571797505,-2.3744046712490126
8.9,0.4,0.51,2.6,0.052,13.0,27.0,0.995,3.32,0.9,13.4,7,1,1,0.48148148148148145,9.3,33.5,0.3756907305677502,-2.382547519924454
8.7,0.69,0.31,3.0,0.086,23.0,81.0,1.0002,3.48,0.74,11.6,6,0,0,0.2839506172839506,9.389999999999999,16.81159420289855,0.28343830344700666,1.1767079813304475
6.5,0.39,0.23,8.3,0.051,28.0,91.0,0.9952,3.44,0.55,12.1,6,0,0,0.3076923076923077,6.89,31.025641025641022,-1.0206776840887117,1.442555479427363
10.7,0.35,0.53,2.6,0.07,5.0,16.0,0.9972,3.15,0.65,11.0,8,1,1,0.3125,11.049999999999999,31.42857142857143,1.9186282498248144,-1.880517033024031
7.8,0.52,0.25,1.9,0.081,14.0,38.0,0.9984,3.43,0.65,9.0,6,0,0,0.3684210526315789,8.32,17.307692307692307,-0.12804334411680912,0.4092524838508679
7.2,0.34,0.32,2.5,0.09,43.0,113.0,0.9966,3.32,0.79,11.1,5,0,0,0.3805309734513274,7.54,32.647058823529406,0.13532573669349487,1.915724163119069
10.4,0.44,0.73,6.55,0.074,38.0,76.0,0.999,3.17,0.85,12.0,7,1,1,0.5,10.84,27.272727272727273,3.0967446449929104,1.2618933453248298
10.5,0.26,0.47,1.9,0.078,6.0,24.0,0.9976,3.18,1.04,10.9,7,1,1,0.25,10.76,41.92307692307692,2.391428150320568,-1.9089355907338124
10.5,0.24,0.42,1.8,0.077,6.0,22.0,0.9976,3.21,1.05,10.8,7,1,1,0.2727272727272727,10.74,45.00000000000001,2.2224266074735888,-1.9196934552364884
10.2,0.49,0.63,2.9,0.072,10.0,26.0,0.9968,3.16,0.78,12.5,7,1,1,0.38461538461538464,10.69,25.510204081632654,1.785392506895262,-1.8901949117309778
10.4,0.24,0.46,1.8,0.075,6.0,21.0,0.9976,3.25,1.02,10.8,7,1,1,0.2857142857142857,10.64,45.00000000000001,2.120666396859061,-1.9574346608760917
11.2,0.67,0.55,2.3,0.084,6.0,13.0,1.0,3.17,0.71,9.5,6,0,1,0.46153846153846156,11.87,14.17910447761194,2.4938449478489106,-0.5777686865495802
10.0,0.59,0.31,2.2,0.09,26.0,62.0,0.9994,3.18,0.63,10.2,6,0,1,0.41935483870967744,10.59,17.28813559322034,1.3715938812579196,1.0852545281004347
13.3,0.29,0.75,2.8,0.084,23.0,43.0,0.9986,3.04,0.68,11.4,7,1,1,0.5348837209302325,13.59,39.31034482758621,3.9236378421023517,-0.8785093274555863
12.4,0.42,0.49,4.6,0.073,19.0,43.0,0.9978,3.02,0.61,9.5,5,0,1,0.4418604651162791,12.82,22.61904761904762,3.020725962842494,0.3048233277696237
10.7,0.4,0.48,2.1,0.125,15.0,49.0,0.998,3.03,0.81,9.7,6,0,1,0.30612244897959184,11.1,24.249999999999996,2.8255702540659438,-0.117273253868388
10.5,0.51,0.64,2.4,0.107,6.0,15.0,0.9973,3.09,0.66,11.8,7,1,1,0.4,11.01,23.137254901960784,2.17146649141818,-1.9084878562292291
8.5,0.655,0.49,6.1,0.122,34.0,151.0,1.001,3.31,1.14,9.3,5,0,1,0.2251655629139073,9.155,14.198473282442748,2.707851191909695,4.207032755714631
12.5,0.6,0.49,4.3,0.1,5.0,14.0,1.001,3.25,0.74,11.9,6,0,1,0.35714285714285715,13.1,19.833333333333336,2.841193522266288,-1.135768146638927
10.4,0.61,0.49,2.1,0.2,5.0,16.0,0.9994,3.16,0.63,8.4,3,0,1,0.3125,11.01,13.77049180327869,2.6008578804216302,0.0666384169307006
10.9,0.21,0.49,2.8,0.088,11.0,32.0,0.9972,3.22,0.68,11.7,6,0,1,0.34375,11.110000000000001,55.714285714285715,1.93209147792505,-1.6890618156159174
7.3,0.365,0.49,2.5,0.088,39.0,106.0,0.9966,3.36,0.78,11.0,5,0,1,0.36792452830188677,7.665,30.136986301369863,0.4070355150900256,1.5306280317873602
9.8,0.25,0.49,2.7,0.088,15.0,33.0,0.9982,3.42,0.9,10.0,6,0,1,0.45454545454545453,10.05,40.0,1.6992598524164995,-0.6731282716669263
7.6,0.41,0.49,2.0,0.088,16.0,43.0,0.998,3.48,0.64,9.1,5,0,0,0.37209302325581395,8.01,22.195121951219512,0.3163982159752719,0.20294183918282116
8.2,0.39,0.49,2.3,0.099,47.0,133.0,0.9979,3.38,0.99,9.8,5,0,1,0.3533834586466165,8.59,25.128205128205128,1.3195025598333958,2.9036711850809773
9.3,0.4,0.49,2.5,0.085,38.0,142.0,0.9978,3.22,0.55,9.4,5,0,1,0.2676056338028169,9.700000000000001,23.5,1.4379071561258405,2.835656988661276
9.2,0.43,0.49,2.4,0.086,23.0,116.0,0.9976,3.23,0.64,9.5,5,0,1,0.19827586206896552,9.629999999999999,22.093023255813954,1.4209267817554239,1.5970243158411161
10.4,0.64,0.24,2.8,0.105,29.0,53.0,0.9998,3.24,0.67,9.9,5,0,1,0.5471698113207547,11.040000000000001,15.46875,1.3640123692771697,1.4772231650454395
7.0,0.38,0.49,2.5,0.0969999999999999,33.0,85.0,0.9962,3.39,0.77,11.4,6,0,1,0.38823529411764707,7.38,30.0,0.10509236119260322,0.7447735791294742
8.2,0.42,0.49,2.6,0.084,32.0,55.0,0.9988,3.34,0.75,8.7,6,0,1,0.5818181818181818,8.62,20.71428571428571,1.2649817105883374,1.4772678429427466
9.9,0.63,0.24,2.4,0.077,6.0,33.0,0.9974,3.09,0.57,9.4,5,0,1,0.18181818181818182,10.530000000000001,14.920634920634921,0.9398851079773284,-0.2042752014823994
9.1,0.22,0.24,2.1,0.078,1.0,28.0,0.999,3.41,0.87,10.3,6,0,1,0.03571428571428571,9.32,46.81818181818182,0.993529424208576,-1.3837731971880747
11.9,0.38,0.49,2.7,0.098,12.0,42.0,1.0004,3.16,0.61,10.3,5,0,1,0.2857142857142857,12.280000000000001,27.10526315789474,2.92397624106915,-0.32748449804006724
10.3,0.27,0.24,2.1,0.072,15.0,33.0,0.9956,3.22,0.66,12.8,6,0,1,0.45454545454545453,10.57,47.407407407407405,0.46274747588398485,-1.914183733013048
10.0,0.48,0.24,2.7,0.102,13.0,32.0,1.0,3.28,0.56,10.0,6,0,1,0.40625,10.48,20.833333333333336,1.2062661620791175,0.11130875435572647
8.1,0.825,0.24,2.1,0.084,5.0,13.0,0.9972,3.37,0.77,10.7,6,0,0,0.38461538461538464,8.924999999999999,12.969696969696969,-0.5297835180606904,-0.7919125729643545
12.9,0.35,0.49,5.8,0.066,5.0,35.0,1.0014,3.2,0.66,12.0,7,1,1,0.14285714285714285,13.25,34.285714285714285,3.403229502033872,-0.9658289911097065
11.2,0.5,0.74,5.15,0.1,5.0,17.0,0.9996,3.22,0.62,11.2,5,0,1,0.29411764705882354,11.7,22.4,2.980553918912323,-1.0749514603714299
